cpu_name,passmark_score,passmark_rank,passmark_value
AMD Opteron 185,695,4097,
AMD Opteron 2218,1036,3719,2.28
AMD Opteron 2220,1106,3641,0.85
AMD Opteron 2220 SE,909,3850,36.35
AMD Opteron 2222,1198,3553,63.08
AMD Opteron 2354,1509,3314,5.29
AMD Opteron 2356,1733,3154,24.08
AMD Opteron 2373 EE,1744,3148,
AMD Opteron 2378,1864,3065,128.65
AMD Opteron 2384,2074,2935,1.78
AMD Opteron 2393 SE,1317,3448,
AMD Opteron 2419 EE,1902,3041,
AMD Opteron 2427,1995,2982,36.28
AMD Opteron 2431,2936,2479,117.48
AMD Opteron 2435,3061,2422,279.52
AMD Opteron 254,451,4377,
AMD Opteron 270,736,4054,2.72
AMD Opteron 275,839,3929,5.6
AMD Opteron 280,765,4012,2.89
AMD Opteron 285,956,3806,38.3
AMD Opteron 290,952,3811,7.05
AMD Opteron 3250 HE,2061,2943,20.82
AMD Opteron 3260 HE,2283,2805,
AMD Opteron 3280,3723,2174,51.7
AMD Opteron 3320 EE,1918,3025,3.75
AMD Opteron 3350 HE,2699,2573,7.54
AMD Opteron 3365,4105,2063,
AMD Opteron 3380,4134,2052,5.11
AMD Opteron 4130,2347,2771,12.35
AMD Opteron 4162 EE,2058,2944,102.97
AMD Opteron 4170 HE,2382,2749,7.22
AMD Opteron 4174 HE,2986,2455,
AMD Opteron 4184,2872,2508,151.24
AMD Opteron 4226,3400,2272,35.81
AMD Opteron 4274 HE,5776,1710,75.05
AMD Opteron 4280,4504,1966,17.69
AMD Opteron 4284,4665,1932,38.89
AMD Opteron 4332 HE,3911,2109,7.05
AMD Opteron 4334,3949,2100,30.39
AMD Opteron 4365 EE,3485,2240,
AMD Opteron 4386,4378,1998,9.52
AMD Opteron 6128,2826,2527,12.29
AMD Opteron 6128 HE,2932,2482,
AMD Opteron 6136,3381,2284,9.69
AMD Opteron 6164 HE,3478,2241,
AMD Opteron 6172,2615,2615,13.76
AMD Opteron 6174,3697,2181,4.98
AMD Opteron 6176 SE,3564,2218,14.26
AMD Opteron 6212,4007,2087,8.23
AMD Opteron 6220,4753,1917,13.98
AMD Opteron 6234,4072,2076,9.47
AMD Opteron 6238,5625,1750,12.79
AMD Opteron 6272,5240,1838,40.32
AMD Opteron 6274,5643,1746,17.1
AMD Opteron 6276,6348,1608,15.99
AMD Opteron 6281,7279,1448,
AMD Opteron 6282 SE,6385,1602,8.29
AMD Opteron 6287 SE,6925,1511,
AMD Opteron 6328,5306,1821,10.61
AMD Opteron 6344,6069,1667,17.34
AMD Opteron 6348,7850,1370,7.14
AMD Opteron 6366 HE,5613,1754,7.28
AMD Opteron 6376,5572,1761,2.91
AMD Opteron 6378,5889,1696,29.45
AMD Opteron 6380,6687,1545,18.08
AMD Opteron 6386 SE,8291,1324,9.42
AMD Opteron 8439 SE,2479,2687,0.68
AMD Opteron X2170 APU,1911,3032,
AMD Opteron X3216 APU,1475,3328,
AMD Opteron X3418 APU,3043,2427,
AMD Opteron X3421 APU,3440,2253,
AMD Phenom 8250 Triple-Core,1114,3635,
AMD Phenom 8250e Triple-Core,1084,3666,23.08
AMD Phenom 8400 Triple-Core,1164,3591,
AMD Phenom 8450 Triple-Core,1216,3540,8.11
AMD Phenom 8450e Triple-Core,1257,3496,
AMD Phenom 8600 Triple-Core,1210,3544,22.84
AMD Phenom 8600B Triple-Core,1464,3336,97.94
AMD Phenom 8650 Triple-Core,1254,3498,66.02
AMD Phenom 8750 Triple-Core,1445,3353,
AMD Phenom 8750B Triple-Core,1188,3563,
AMD Phenom 8850 Triple-Core,1142,3612,
AMD Phenom 8850B Triple-Core,1281,3470,
AMD Phenom 9100e Quad-Core,1279,3474,36.58
AMD Phenom 9150e Quad-Core,1414,3381,5.71
AMD Phenom 9350e Quad-Core,1590,3243,0.47
AMD Phenom 9450e Quad-Core,1455,3342,13.86
AMD Phenom 9500 Quad-Core,1549,3278,51.64
AMD Phenom 9550 Quad-Core,1656,3199,71.69
AMD Phenom 9600 Quad-Core,1597,3241,39.93
AMD Phenom 9600B Quad-Core,1822,3096,45.59
AMD Phenom 9650 Quad-Core,1713,3163,42.82
AMD Phenom 9750 Quad-Core,1843,3080,38.38
AMD Phenom 9750B Quad-Core,1520,3303,
AMD Phenom 9850 Quad-Core,1712,3164,13.17
AMD Phenom 9850B Quad-Core,1946,3006,
AMD Phenom 9950 Quad-Core,1884,3056,9.42
AMD Phenom FX-5000 Quad-Core,1599,3236,
AMD Phenom FX-5200 Quad-Core,1699,3172,
AMD Phenom II N620 Dual-Core,992,3771,248.61
AMD Phenom II N640 Dual-Core,965,3799,17.57
AMD Phenom II N660 Dual-Core,1083,3668,12.17
AMD Phenom II N830 3+1,1768,3143,
AMD Phenom II N830 Triple-Core,1222,3533,
AMD Phenom II N850 Triple-Core,1298,3458,51.92
AMD Phenom II N870 Triple-Core,1324,3441,
AMD Phenom II N930 Quad-Core,1584,3249,12.19
AMD Phenom II N950 Quad-Core,1587,3247,14.1
AMD Phenom II N970 Quad-Core,1687,3182,11.25
AMD Phenom II P650 Dual-Core,933,3829,26.66
AMD Phenom II P820 Triple-Core,1068,3688,
AMD Phenom II P840 Triple-Core,1079,3676,
AMD Phenom II P860 Triple-Core,1250,3504,
AMD Phenom II P920 Quad-Core,1006,3757,15.48
AMD Phenom II P940 Quad-Core,1319,3447,
AMD Phenom II P960 Quad-Core,1386,3400,35.42
AMD Phenom II X2 511,1265,3490,
AMD Phenom II X2 521,1374,3411,
AMD Phenom II X2 545,1222,3534,27.78
AMD Phenom II X2 550,1167,3584,28.22
AMD Phenom II X2 555,1296,3461,99.47
AMD Phenom II X2 560,1375,3409,77.61
AMD Phenom II X2 565,1442,3356,8.54
AMD Phenom II X2 570,1395,3395,
AMD Phenom II X2 B53,1137,3616,
AMD Phenom II X2 B55,1183,3567,31.18
AMD Phenom II X2 B57,1247,3507,
AMD Phenom II X2 B59,1431,3362,29.8
AMD Phenom II X3 700e,1451,3345,
AMD Phenom II X3 705e,1222,3532,8.02
AMD Phenom II X3 710,1551,3274,9.18
AMD Phenom II X3 720,1575,3257,24.44
AMD Phenom II X3 740,1424,3371,16.0
AMD Phenom II X3 B73,1538,3288,20.5
AMD Phenom II X3 B75,1781,3127,35.66
AMD Phenom II X3 B77,1844,3079,82.71
AMD Phenom II X4 805,1959,2997,11.26
AMD Phenom II X4 810,2003,2975,9.41
AMD Phenom II X4 820,2081,2928,33.55
AMD Phenom II X4 830,2070,2937,108.91
AMD Phenom II X4 840,2401,2733,80.04
AMD Phenom II X4 840T,2330,2780,40.16
AMD Phenom II X4 850,2400,2734,36.93
AMD Phenom II X4 900e,1505,3316,
AMD Phenom II X4 905e,1936,3015,35.86
AMD Phenom II X4 910,1776,3134,17.76
AMD Phenom II X4 910e,2131,2901,30.49
AMD Phenom II X4 920,2156,2887,77.31
AMD Phenom II X4 925,2271,2812,109.39
AMD Phenom II X4 940,2345,2773,11.07
AMD Phenom II X4 945,2386,2745,54.18
AMD Phenom II X4 955,2510,2675,42.54
AMD Phenom II X4 960T,2353,2766,45.24
AMD Phenom II X4 965,2636,2605,41.18
AMD Phenom II X4 970,2739,2559,63.85
AMD Phenom II X4 973,2204,2858,
AMD Phenom II X4 975,2536,2663,36.25
AMD Phenom II X4 977,2377,2753,
AMD Phenom II X4 980,2839,2521,21.83
AMD Phenom II X4 B05e,1906,3037,
AMD Phenom II X4 B15e,1825,3091,
AMD Phenom II X4 B25,2108,2913,
AMD Phenom II X4 B35,2319,2787,
AMD Phenom II X4 B40,2238,2839,
AMD Phenom II X4 B45,2267,2815,
AMD Phenom II X4 B50,2379,2751,
AMD Phenom II X4 B55,2483,2686,
AMD Phenom II X4 B60,2627,2610,
AMD Phenom II X4 B65,2690,2577,
AMD Phenom II X4 B70,2303,2793,
AMD Phenom II X4 B93,2159,2885,
AMD Phenom II X4 B95,2401,2732,38.72
AMD Phenom II X4 B97,2539,2660,31.75
AMD Phenom II X4 B99,2536,2662,
AMD Phenom II X6 1035T,3000,2445,27.78
AMD Phenom II X6 1045T,3200,2366,66.67
AMD Phenom II X6 1055T,3323,2308,96.88
AMD Phenom II X6 1065T,3387,2279,51.04
AMD Phenom II X6 1075T,3423,2263,52.63
AMD Phenom II X6 1090T,3762,2158,69.81
AMD Phenom II X6 1100T,3864,2130,35.13
AMD Phenom II X6 1405T,3335,2304,
AMD Phenom II X620 Dual-Core,1262,3492,
AMD Phenom II X640 Dual-Core,1165,3589,
AMD Phenom II X920 Quad-Core,1669,3190,
AMD Phenom II X940 Quad-Core,1797,3114,
AMD Phenom X2 Dual-Core GE-5060,1566,3264,
AMD Phenom X2 Dual-Core GE-6060,1722,3159,
AMD Phenom X2 Dual-Core GE-7060,1010,3750,
AMD Phenom X2 Dual-Core GP-7730,884,3876,
AMD Phenom X3 8550,1079,3675,38.51
AMD Phenom X4 Quad-Core GP-9500,1297,3459,
AMD Phenom X4 Quad-Core GP-9530,1228,3526,
AMD Phenom X4 Quad-Core GP-9600,1649,3207,
AMD Phenom X4 Quad-Core GP-9730,1784,3124,
AMD Phenom X4 Quad-Core GS-6560,1063,3693,
AMD PRO A10-8700B,2212,2855,
AMD PRO A10-8730B,2344,2775,
AMD PRO A10-8750B,2879,2503,
AMD PRO A10-8770,3574,2216,
AMD PRO A10-8770E,3036,2430,
AMD PRO A10-8850B,3752,2164,
AMD PRO A10-9700,3652,2192,21.61
AMD PRO A10-9700B,2545,2655,
AMD PRO A10-9700E,2985,2456,21.47
AMD PRO A12-8800B,2580,2638,
AMD PRO A12-8830B,2517,2672,
AMD PRO A12-8870,3869,2126,
AMD PRO A12-8870E,3043,2426,
AMD PRO A12-9800,3705,2179,21.92
AMD PRO A12-9800B,2691,2576,
AMD PRO A12-9800E,3171,2373,18.76
AMD PRO A4-3350B APU,1805,3111,
AMD PRO A4-4350B,1134,3619,
AMD PRO A4-8350B,1651,3205,56.94
AMD PRO A6-7350B,1218,3538,
AMD PRO A6-8500B,1601,3234,
AMD PRO A6-8530B,1127,3623,
AMD PRO A6-8550B,1882,3057,
AMD PRO A6-8570,1906,3036,
AMD PRO A6-8570E,1642,3209,
AMD PRO A6-9500,1770,3141,23.92
AMD PRO A6-9500B,1371,3412,
AMD PRO A6-9500E,1662,3193,22.46
AMD PRO A8-8600B,2190,2868,
AMD PRO A8-8650B,3211,2361,
AMD PRO A8-8670E,2989,2453,
AMD PRO A8-9600,3322,2309,27.92
AMD PRO A8-9600B,2292,2801,
AMD QC-4000,1155,3599,
AMD R-260H APU,954,3809,
AMD R-272F APU,1215,3541,
AMD R-460L APU,1538,3287,
AMD R-464L APU,1773,3136,
AMD RX-225FB,892,3869,
AMD RX-425BB,2648,2597,
AMD RX-427BB,2788,2537,
AMD Ryzen 3 1200,6282,1624,66.13
AMD Ryzen 3 1300X,6974,1502,112.01
AMD Ryzen 3 2200G,6756,1533,115.55
AMD Ryzen 3 2200GE,6018,1682,
AMD Ryzen 3 2200U,3690,2184,
AMD Ryzen 3 2300U,5544,1770,
AMD Ryzen 3 2300X,7568,1401,42.49
AMD Ryzen 3 3100,11600,1069,161.23
AMD Ryzen 3 3200G,7129,1474,92.55
AMD Ryzen 3 3200GE,7309,1443,
AMD Ryzen 3 3200U,3792,2149,
AMD Ryzen 3 3250C,3153,2381,
AMD Ryzen 3 3250U,3815,2143,
AMD Ryzen 3 3300U,5679,1738,
AMD Ryzen 3 3300X,12632,1010,157.91
AMD Ryzen 3 3350U,5822,1703,
AMD Ryzen 3 4100,11050,1098,165.98
AMD Ryzen 3 4300G,10922,1109,101.13
AMD Ryzen 3 4300GE,11211,1088,
AMD Ryzen 3 4300U,7441,1421,
AMD Ryzen 3 5300G,12896,997,
AMD Ryzen 3 5300GE,13074,983,
AMD Ryzen 3 5300U,9682,1192,
AMD Ryzen 3 5400U,11039,1100,
AMD Ryzen 3 5425U,11339,1081,
AMD Ryzen 3 7320C,8614,1283,
AMD Ryzen 3 7320U,8865,1268,
AMD Ryzen 3 7330U,10978,1105,
AMD Ryzen 3 7335U,12131,1037,
AMD Ryzen 3 7440U,12991,992,
AMD Ryzen 3 8300GE,13846,938,
AMD Ryzen 3 8440U,12805,1002,
AMD Ryzen 3 PRO 1200,6154,1648,
AMD Ryzen 3 PRO 1300,7234,1457,
AMD Ryzen 3 PRO 2100GE,4062,2079,
AMD Ryzen 3 PRO 2200G,6812,1524,
AMD Ryzen 3 PRO 2200GE,6398,1599,
AMD Ryzen 3 PRO 2300U,5795,1708,
AMD Ryzen 3 PRO 3200G,6991,1499,
AMD Ryzen 3 PRO 3200GE,6701,1543,
AMD Ryzen 3 PRO 3300U,5950,1690,
AMD Ryzen 3 PRO 4200G,11315,1083,
AMD Ryzen 3 PRO 4200GE,10930,1107,
AMD Ryzen 3 PRO 4350G,10921,1110,
AMD Ryzen 3 PRO 4350GE,10971,1106,
AMD Ryzen 3 PRO 4355GE,10559,1128,
AMD Ryzen 3 PRO 4450U,9979,1167,
AMD Ryzen 3 PRO 5350G,13851,937,
AMD Ryzen 3 PRO 5350GE,12584,1017,
AMD Ryzen 3 PRO 5450U,11021,1102,
AMD Ryzen 3 PRO 5475U,11381,1078,
AMD Ryzen 3 PRO 7330U,12331,1025,
AMD Ryzen 3 PRO 7335U,12162,1035,
AMD Ryzen 3 PRO 8300G,14605,898,
AMD Ryzen 3 PRO 8300GE,14753,884,
AMD Ryzen 5 1400,7753,1379,70.48
AMD Ryzen 5 1500X,9103,1246,201.13
AMD Ryzen 5 1600,12279,1028,102.32
AMD Ryzen 5 1600X,13057,985,189.25
AMD Ryzen 5 2400G,8728,1273,117.32
AMD Ryzen 5 2400GE,7521,1408,
AMD Ryzen 5 2500U,6540,1570,
AMD Ryzen 5 2500X,9469,1208,
AMD Ryzen 5 2600,13194,976,220.15
AMD Ryzen 5 2600H,7860,1369,
AMD Ryzen 5 2600X,13906,936,178.56
AMD Ryzen 5 3350G,8989,1257,
AMD Ryzen 5 3350GE,9343,1218,
AMD Ryzen 5 3400G,9259,1232,91.69
AMD Ryzen 5 3400GE,8907,1263,25.06
AMD Ryzen 5 3450U,6722,1540,
AMD Ryzen 5 3500,12787,1003,116.26
AMD Ryzen 5 3500C,5682,1736,
AMD Ryzen 5 3500U,6943,1507,
AMD Ryzen 5 3500X,13160,979,105.28
AMD Ryzen 5 3550H,7762,1378,
AMD Ryzen 5 3550U,7681,1387,
AMD Ryzen 5 3580U,7271,1452,
AMD Ryzen 5 3600,17749,746,219.15
AMD Ryzen 5 3600X,18195,727,230.32
AMD Ryzen 5 3600XT,18641,706,69.77
AMD Ryzen 5 4400G,17160,772,
AMD Ryzen 5 4500,16129,821,254.48
AMD Ryzen 5 4500U,10922,1108,
AMD Ryzen 5 4600G,16068,827,160.7
AMD Ryzen 5 4600GE,15816,836,
AMD Ryzen 5 4600H,14428,910,
AMD Ryzen 5 4600HS,14230,923,
AMD Ryzen 5 4600U,13470,962,
AMD Ryzen 5 5500,19405,671,255.33
AMD Ryzen 5 5500GT,20194,639,161.55
AMD Ryzen 5 5500H,11661,1064,
AMD Ryzen 5 5500U,13013,990,
AMD Ryzen 5 5560U,15131,860,
AMD Ryzen 5 5600,21574,579,215.98
AMD Ryzen 5 5600G,19880,652,142.01
AMD Ryzen 5 5600GE,18667,703,
AMD Ryzen 5 5600GT,20299,635,161.76
AMD Ryzen 5 5600H,16998,784,
AMD Ryzen 5 5600U,15453,848,
AMD Ryzen 5 5600X,21888,566,182.41
AMD Ryzen 5 5600X3D,21953,564,
AMD Ryzen 5 5625U,14933,872,
AMD Ryzen 5 6600H,18723,701,
AMD Ryzen 5 6600HS Creator Edition,18361,720,
AMD Ryzen 5 6600U,16792,790,
AMD Ryzen 5 7235HS,11176,1090,
AMD Ryzen 5 7430U,15586,843,
AMD Ryzen 5 7500F,26949,397,
AMD Ryzen 5 7520U,9223,1236,
AMD Ryzen 5 7530U,16073,826,
AMD Ryzen 5 7535HS,18460,714,
AMD Ryzen 5 7535U,17000,783,
AMD Ryzen 5 7540U,18749,699,
AMD Ryzen 5 7600,27095,393,148.76
AMD Ryzen 5 7600X,28460,353,135.59
AMD Ryzen 5 7600X3D,26221,415,55.79
AMD Ryzen 5 7640HS,22907,520,
AMD Ryzen 5 7640U,21193,591,
AMD Ryzen 5 7645HX,26868,398,
AMD Ryzen 5 8400F,23077,516,143.92
AMD Ryzen 5 8500G,21742,573,145.92
AMD Ryzen 5 8500GE,21042,598,
AMD Ryzen 5 8540U,18147,731,
AMD Ryzen 5 8600G,25309,439,150.66
AMD Ryzen 5 8640HS,19512,665,
AMD Ryzen 5 8640U,20772,612,
AMD Ryzen 5 8645HS,22529,541,
AMD Ryzen 5 9600X,29802,327,106.82
AMD Ryzen 5 Microsoft Surface Edition,7243,1456,
AMD Ryzen 5 PRO 1500,9099,1247,
AMD Ryzen 5 PRO 1600,11240,1086,
AMD Ryzen 5 PRO 2400G,8513,1298,
AMD Ryzen 5 PRO 2400GE,7654,1390,
AMD Ryzen 5 PRO 2500U,6657,1550,
AMD Ryzen 5 PRO 2600,13509,958,
AMD Ryzen 5 PRO 3350G,9282,1229,
AMD Ryzen 5 PRO 3350GE,9643,1194,
AMD Ryzen 5 PRO 3400G,9090,1248,
AMD Ryzen 5 PRO 3400GE,8285,1325,
AMD Ryzen 5 PRO 3500U,7011,1492,
AMD Ryzen 5 PRO 3600,17606,753,
AMD Ryzen 5 PRO 4400G,16365,810,
AMD Ryzen 5 PRO 4400GE,14795,883,
AMD Ryzen 5 PRO 4500U,12117,1042,
AMD Ryzen 5 PRO 4650G,16163,819,146.95
AMD Ryzen 5 PRO 4650GE,15572,845,
AMD Ryzen 5 PRO 4650U,12631,1011,
AMD Ryzen 5 PRO 4655G,16355,812,
AMD Ryzen 5 PRO 4655GE,14436,907,
AMD Ryzen 5 PRO 5645,21904,565,
AMD Ryzen 5 PRO 5650G,20785,610,
AMD Ryzen 5 PRO 5650GE,18383,719,
AMD Ryzen 5 PRO 5650U,14897,873,
AMD Ryzen 5 PRO 5655GE,18734,700,
AMD Ryzen 5 PRO 5675U,14639,895,
AMD Ryzen 5 PRO 6650H,18928,691,
AMD Ryzen 5 PRO 6650U,16727,793,
AMD Ryzen 5 PRO 7530U,15042,867,
AMD Ryzen 5 Pro 7535U,17756,742,
AMD Ryzen 5 PRO 7540U,18071,735,
AMD Ryzen 5 PRO 7640HS,22778,528,
AMD Ryzen 5 PRO 7640U,21287,587,
AMD Ryzen 5 PRO 7645,27106,392,
AMD Ryzen 5 PRO 8500G,22440,543,
AMD Ryzen 5 PRO 8500GE,22195,554,
AMD Ryzen 5 PRO 8540U,18409,718,
AMD Ryzen 5 PRO 8600G,25288,440,
AMD Ryzen 5 PRO 8600GE,24262,476,
AMD Ryzen 5 PRO 8640HS,22041,562,
AMD Ryzen 7 1700,14817,882,212.0
AMD Ryzen 7 1700X,15667,840,196.33
AMD Ryzen 7 1800X,16357,811,181.76
AMD Ryzen 7 2700,15699,839,183.03
AMD Ryzen 7 2700E,14657,893,
AMD Ryzen 7 2700U,6796,1528,
AMD Ryzen 7 2700X,17518,756,95.21
AMD Ryzen 7 2800H,8013,1354,
AMD Ryzen 7 3700C,6346,1610,
AMD Ryzen 7 3700U,7157,1468,
AMD Ryzen 7 3700X,22549,538,250.54
AMD Ryzen 7 3750H,8103,1346,
AMD Ryzen 7 3780U,6961,1503,
AMD Ryzen 7 3800X,23147,512,107.17
AMD Ryzen 7 3800XT,23607,501,42.16
AMD Ryzen 7 4700G,20155,641,85.72
AMD Ryzen 7 4700GE,19831,654,
AMD Ryzen 7 4700U,13377,969,
AMD Ryzen 7 4800H,18517,713,
AMD Ryzen 7 4800HS,18349,722,
AMD Ryzen 7 4800U,16693,795,
AMD Ryzen 7 4850U Mobile,15920,831,
AMD Ryzen 7 4980U Microsoft Surface Edition,17469,760,
AMD Ryzen 7 5700,24232,478,161.59
AMD Ryzen 7 5700G,24556,470,153.48
AMD Ryzen 7 5700GE,22436,544,
AMD Ryzen 7 5700U,15841,833,
AMD Ryzen 7 5700X,26671,401,177.82
AMD Ryzen 7 5700X3D,26294,413,133.89
AMD Ryzen 7 5800,25760,425,
AMD Ryzen 7 5800H,21030,599,
AMD Ryzen 7 5800HS,20087,644,
AMD Ryzen 7 5800HS Creator Edition,21166,592,
AMD Ryzen 7 5800U,18415,716,
AMD Ryzen 7 5800X,27851,371,167.78
AMD Ryzen 7 5800X3D,28290,356,63.01
AMD Ryzen 7 5825U,18352,721,
AMD Ryzen 7 6800H,23425,505,
AMD Ryzen 7 6800HS,23025,518,
AMD Ryzen 7 6800HS Creator Edition,21735,574,
AMD Ryzen 7 6800U,20625,619,
AMD Ryzen 7 7435HS,24170,479,
AMD Ryzen 7 7700,34583,248,123.51
AMD Ryzen 7 7700X,36021,236,144.66
AMD Ryzen 7 7730U,18649,705,
AMD Ryzen 7 7735H,24025,485,
AMD Ryzen 7 7735HS,24011,486,
AMD Ryzen 7 7735U,21220,589,
AMD Ryzen 7 7736U,22195,556,
AMD Ryzen 7 7745HX,32669,277,
AMD Ryzen 7 7800X3D,34265,256,76.31
AMD Ryzen 7 7840H,28373,354,
AMD Ryzen 7 7840HS,28919,338,
AMD Ryzen 7 7840S,24635,466,
AMD Ryzen 7 7840U,24935,453,
AMD Ryzen 7 8700F,31045,300,129.36
AMD Ryzen 7 8700G,31783,289,118.17
AMD Ryzen 7 8840HS,24294,475,
AMD Ryzen 7 8840U,23823,492,
AMD Ryzen 7 8845H,27731,373,
AMD Ryzen 7 8845HS,28746,344,
AMD Ryzen 7 9700X,37399,224,113.33
AMD Ryzen 7 Extreme Edition,16903,788,
AMD Ryzen 7 PRO 1700,14658,892,
AMD Ryzen 7 PRO 1700X,15577,844,
AMD Ryzen 7 PRO 2700,15300,855,
AMD Ryzen 7 PRO 2700U,7196,1463,
AMD Ryzen 7 PRO 2700X,16948,786,
AMD Ryzen 7 PRO 3700,22898,522,69.39
AMD Ryzen 7 PRO 3700U,7465,1417,
AMD Ryzen 7 PRO 4700G,19786,655,
AMD Ryzen 7 PRO 4750G,20470,627,59.19
AMD Ryzen 7 PRO 4750GE,18444,715,
AMD Ryzen 7 PRO 4750U,15191,857,
AMD Ryzen 7 PRO 5750G,24421,473,
AMD Ryzen 7 PRO 5750GE,21882,567,
AMD Ryzen 7 PRO 5845,25961,421,
AMD Ryzen 7 PRO 5850U,16957,785,
AMD Ryzen 7 PRO 5875U,16078,823,
AMD Ryzen 7 PRO 6850H,23116,514,
AMD Ryzen 7 PRO 6850HS,22264,553,
AMD Ryzen 7 PRO 6850U,20799,608,
AMD Ryzen 7 PRO 6860Z,20863,605,
AMD Ryzen 7 PRO 7730U,19045,684,
AMD Ryzen 7 Pro 7735U,19895,651,
AMD Ryzen 7 PRO 7745,34652,245,
AMD Ryzen 7 PRO 7840HS,26632,405,
AMD Ryzen 7 PRO 7840U,24888,455,
AMD Ryzen 7 PRO 8700G,32070,286,
AMD Ryzen 7 PRO 8700GE,30199,316,
AMD Ryzen 7 PRO 8840HS,27495,378,
AMD Ryzen 7 PRO 8840U,23796,493,
AMD Ryzen 7 PRO 8845HS,29329,334,
AMD Ryzen 9 3900,30803,302,61.11
AMD Ryzen 9 3900X,32625,279,155.37
AMD Ryzen 9 3900XT,32674,276,136.71
AMD Ryzen 9 3950X,38757,213,121.12
AMD Ryzen 9 4900H,19165,678,
AMD Ryzen 9 4900HS,18977,689,
AMD Ryzen 9 5900,34400,252,
AMD Ryzen 9 5900H,20557,623,
AMD Ryzen 9 5900HS,21671,576,
AMD Ryzen 9 5900HS Creator Edition,22138,558,
AMD Ryzen 9 5900HX,22534,539,
AMD Ryzen 9 5900X,39123,210,167.58
AMD Ryzen 9 5900XT,45990,162,132.53
AMD Ryzen 9 5950X,45629,166,123.67
AMD Ryzen 9 5980HS,21318,586,
AMD Ryzen 9 5980HX,23525,503,
AMD Ryzen 9 6900HS,23610,499,
AMD Ryzen 9 6900HS Creator Edition,21872,568,
AMD Ryzen 9 6900HX,24802,460,
AMD Ryzen 9 7845HX,45545,167,
AMD Ryzen 9 7900,48853,142,132.39
AMD Ryzen 9 7900X,51742,128,161.12
AMD Ryzen 9 7900X3D,50351,133,112.14
AMD Ryzen 9 7940H,28608,348,
AMD Ryzen 9 7940HS,30369,313,
AMD Ryzen 9 7940HX,53658,119,
AMD Ryzen 9 7945HX,54747,115,
AMD Ryzen 9 7945HX3D,58038,99,
AMD Ryzen 9 7950X,62737,70,130.04
AMD Ryzen 9 7950X3D,62479,73,105.19
AMD Ryzen 9 8945H,30800,303,
AMD Ryzen 9 8945HS,29363,333,
AMD Ryzen 9 9900X,54345,117,123.79
AMD Ryzen 9 9950X,66657,60,106.94
AMD Ryzen 9 PRO 3900,31609,291,
AMD Ryzen 9 PRO 5945,34573,249,
AMD Ryzen 9 PRO 6950H,22626,533,
AMD Ryzen 9 PRO 6950HS,22697,530,
AMD Ryzen 9 PRO 7940HS,28072,360,
AMD Ryzen 9 PRO 7945,47847,147,
AMD Ryzen 9 PRO 8945HS,31160,297,
AMD Ryzen AI 9 365,29509,329,
AMD Ryzen AI 9 HX 370,35810,238,
AMD Ryzen Embedded R1305G,2953,2471,
AMD Ryzen Embedded R1505G,3805,2146,
AMD Ryzen Embedded R1600,3365,2296,
AMD Ryzen Embedded R1606G,4144,2048,
AMD Ryzen Embedded R2312,3865,2129,
AMD Ryzen Embedded R2314,6031,1679,
AMD Ryzen Embedded R2514,6998,1496,
AMD Ryzen Embedded R2544,8486,1302,
AMD Ryzen Embedded V1202B,3512,2236,
AMD Ryzen Embedded V1404I,6007,1686,
AMD Ryzen Embedded V1500B,4633,1939,
AMD Ryzen Embedded V1500B Quad-core @ 2.20GHz,5417,1799,
AMD Ryzen Embedded V1605B,6677,1546,
AMD Ryzen Embedded V1756B,8291,1323,
AMD Ryzen Embedded V1807B,8553,1290,
AMD Ryzen Embedded V1807F,7775,1377,
AMD Ryzen Embedded V2516,13016,989,
AMD Ryzen Embedded V2546,16236,815,
AMD Ryzen Embedded V2718,16075,825,
AMD Ryzen Embedded V2748,16706,794,
AMD Ryzen Embedded V3C18I,17053,776,
AMD Ryzen Embedded V3C48,20203,638,
AMD Ryzen Threadripper 1900X,16802,789,120.01
AMD Ryzen Threadripper 1920,22066,560,
AMD Ryzen Threadripper 1920X,23089,515,109.95
AMD Ryzen Threadripper 1950X,27606,375,38.24
AMD Ryzen Threadripper 2920X,25443,436,33.92
AMD Ryzen Threadripper 2950X,29452,330,34.38
AMD Ryzen Threadripper 2970WX,30653,308,25.21
AMD Ryzen Threadripper 2990WX,32109,285,11.9
AMD Ryzen Threadripper 2990X,25874,423,
AMD Ryzen Threadripper 3960X,54880,114,62.36
AMD Ryzen Threadripper 3970X,63104,69,50.89
AMD Ryzen Threadripper 3990X,80686,37,28.31
AMD Ryzen Threadripper 7960X,83071,28,60.22
AMD Ryzen Threadripper 7970X,97972,14,42.56
AMD Ryzen Threadripper 7980X,134251,3,28.56
AMD Ryzen Threadripper PRO 3945WX,33539,267,
AMD Ryzen Threadripper PRO 3955WX,40291,201,49.74
AMD Ryzen Threadripper PRO 3975WX,62555,72,30.15
AMD Ryzen Threadripper PRO 3995WX,83697,27,55.84
AMD Ryzen Threadripper PRO 5945WX,40565,200,
AMD Ryzen Threadripper PRO 5955WX,50026,137,45.9
AMD Ryzen Threadripper PRO 5965WX,66732,57,41.71
AMD Ryzen Threadripper PRO 5975WX,75609,44,27.01
AMD Ryzen Threadripper PRO 5995WX,93192,19,22.73
AMD Ryzen Threadripper PRO 7945WX,49599,138,
AMD Ryzen Threadripper PRO 7955WX,59759,85,
AMD Ryzen Threadripper PRO 7965WX,80867,36,31.46
